編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
673,各種魚類平均價格-(沿近海、養殖漁業),海洋局,高雄市政府,海洋局,,2,7,16,統計資料背景說明,
674,高雄市固定式違規照相設備設置地點,警察局,高雄市政府,警察局,,1,46,338,"行政區,測 照 地 點,測照方向,功能,經度Lng,緯度Lat,資料序號Seq,",
675,高雄市漁業固定投資情形,海洋局,高雄市政府,海洋局,,2,5,8,統計資料背景說明,
676,滯洪池統計資料,水利局,高雄市政府,水利局,,1,39,93,"規劃內容,流域水系,工程進度,蓄水量(萬立方公尺),工程費(萬元),用地費,設置地點,面積(公頃),",
677,高雄市易淹水地區水患治理計畫、流域綜合治理計畫,水利局,高雄市政府,水利局,,1,28,63,"件數,工程經費,補助用地、橋樑、應急費,自籌用地、橋樑、應急費,排水路整治總長度,滯洪池興建（座）,主要橋樑改建（座）",
678,高雄市政府文化局-民間藝文,文化局,高雄市政府,文化局,,1,30,104,高雄市政府文化局-民間藝文,
679,替代役役男主、副食費發放標準,民政局,高雄市政府,民政局,,1,8,37,服役地區、範圍、每月金額（元） ,
680,聘僱外勞專區,勞工局,高雄市政府,勞工局,,2,16,44,聘僱外籍勞工，不得不注意,
681,高雄市外僑居留人數,警察局,高雄市政府,警察局,,1,8,18,人數、年度,
682,高雄市老人免費裝假牙特約醫療院所,衛生局,高雄市政府,衛生局,,2,21,63,機構名稱、地址、電話,
683,三民區公所免費法律諮詢,三民區公所,高雄市政府,三民區公所,,1,8,59,三民區公所免費法律諮詢服務時間,
684,嬰幼兒托育服務-居家托育服務中心,社會局,高雄市政府,社會局,,1,20,75,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
685,嬰幼兒托育服務-高雄市私立托嬰中心,社會局,高雄市政府,社會局,,1,17,71,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
686,嬰幼兒托育服務-高雄市公設民營托嬰中心,社會局,高雄市政府,社會局,,1,20,60,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
687,早期療育服務-個案管理中心及早期療育中心（據點）,社會局,高雄市政府,社會局,,1,6,27,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
688,早期療育服務-兒童發展聯合評估中心與評估醫院,社會局,高雄市政府,社會局,,1,10,41,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
689,早期療育服務-復健醫療院所,社會局,高雄市政府,社會局,,1,17,51,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
690,早期療育服務-身心障礙、發展遲緩兒童訓練機構,社會局,高雄市政府,社會局,,1,6,20,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
691,兒童及少年服務-高雄市兒童福利服務中心及育兒資源據點,社會局,高雄市政府,社會局,,1,20,34,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
692,兒童及少年服務-弱勢兒少社區照顧服務據點,社會局,高雄市政府,社會局,,1,14,46,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
693,兒童及少年服務-家庭寄養(服務據點),社會局,高雄市政府,社會局,,1,5,21,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
694,兒童及少年服務-收出養服務機構,社會局,高雄市政府,社會局,,1,4,19,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
695,兒童及少年服務-兒童及少年服務機構,社會局,高雄市政府,社會局,,1,10,27,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
696,兒童及少年服務-兒童及少年高風險家庭關懷輔導處遇服務單位,社會局,高雄市政府,社會局,,1,7,23,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
697,婦女服務-婦女福利機構,社會局,高雄市政府,社會局,,1,7,33,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
698,婦女服務-單親家庭服務據點,社會局,高雄市政府,社會局,,1,9,54,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
699,婦女服務-單親家園,社會局,高雄市政府,社會局,,1,7,34,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
700,婦女服務-新住民家庭服務中心,社會局,高雄市政府,社會局,,1,8,21,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
701,婦女服務-新住民社區服務據點,社會局,高雄市政府,社會局,,1,4,27,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
702,銀髮族服務-公設民營養護機構,社會局,高雄市政府,社會局,,1,11,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
703,銀髮族服務-公立老人安養護機構,社會局,高雄市政府,社會局,,1,15,50,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
704,銀髮族服務-私立老人養護機構,社會局,高雄市政府,社會局,,1,9,34,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
705,銀髮族服務-老人公寓,社會局,高雄市政府,社會局,,1,4,41,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
706,銀髮族服務-日間照顧中心,社會局,高雄市政府,社會局,,1,2,26,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
707,銀髮族服務-銀髮家園,社會局,高雄市政府,社會局,,1,3,24,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
708,銀髮族服務-長期照顧管理中心,社會局,高雄市政府,社會局,,1,2,23,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
709,銀髮族服務-居家服務,社會局,高雄市政府,社會局,,1,3,22,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
710,銀髮族服務-社區照顧關懷據點,社會局,高雄市政府,社會局,,1,7,42,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
711,銀髮族服務-銀髮農園,社會局,高雄市政府,社會局,,1,5,28,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
712,銀髮族服務-老人活動中心,社會局,高雄市政府,社會局,,1,4,23,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
713,銀髮族服務-家庭托顧,社會局,高雄市政府,社會局,,1,3,19,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
714,銀髮族服務-多元照顧中心,社會局,高雄市政府,社會局,,1,4,19,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
715,銀髮族服務-日間托老,社會局,高雄市政府,社會局,,1,3,24,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
716,銀髮族服務-高齡學習機構-長青學苑,社會局,高雄市政府,社會局,,1,7,33,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
717,銀髮族服務-高齡學習機構-市民學苑,社會局,高雄市政府,社會局,,1,3,21,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
718,銀髮族服務-高齡學習機構-樂齡中心,社會局,高雄市政府,社會局,,1,4,31,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
719,銀髮族服務-高齡學習機構-樂齡大學,社會局,高雄市政府,社會局,,1,6,38,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
720,銀髮族服務-高齡學習機構-松年大學,社會局,高雄市政府,社會局,,1,6,32,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
721,銀髮族服務-高齡學習機構-勞工大學,社會局,高雄市政府,社會局,,1,5,33,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
722,銀髮族服務-高齡學習機構-部落大學,社會局,高雄市政府,社會局,,1,3,23,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
723,銀髮族服務-高齡學習機構-空中大學,社會局,高雄市政府,社會局,,1,6,21,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
724,社會救助-街友服務場所,社會局,高雄市政府,社會局,,1,10,31,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
725,社會救助-國民年金辦事處,社會局,高雄市政府,社會局,,1,6,25,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
726,社會救助-災民避難收容處所,社會局,高雄市政府,社會局,,1,31,111,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
727,社會救助-實物銀行,社會局,高雄市政府,社會局,,1,8,33,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
728,身心障礙者服務-綜合性身心障礙福利服務機構,社會局,高雄市政府,社會局,,1,4,16,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
729,身心障礙者服務-全日型住宿機構,社會局,高雄市政府,社會局,,1,3,17,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
730,身心障礙者服務-日間照顧機構,社會局,高雄市政府,社會局,,1,3,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
731,身心障礙者服務-輔具服務據點,社會局,高雄市政府,社會局,,1,2,20,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
732,身心障礙者服務-視覺障礙者社會重建中心,社會局,高雄市政府,社會局,,1,6,23,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
733,身心障礙者服務-庇護工場,社會局,高雄市政府,社會局,,1,7,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
734,身心障礙者服務-社區作業設施,社會局,高雄市政府,社會局,,1,2,16,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
735,身心障礙者服務-日間照顧據點,社會局,高雄市政府,社會局,,1,5,14,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
736,身心障礙者服務-社區居住家園,社會局,高雄市政府,社會局,,1,2,27,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
737,身心障礙者服務-身心障礙福利社團,社會局,高雄市政府,社會局,,1,4,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
738,身心障礙者服務-精神障礙者生活重建服務據點,社會局,高雄市政府,社會局,,1,2,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
739,身心障礙者服務-全日型兼日間型生活重建機構,社會局,高雄市政府,社會局,,1,5,16,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
740,身心障礙者服務-家庭托顧據點,社會局,高雄市政府,社會局,,1,11,25,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
741,家庭暴力及性侵害防治服務-家庭暴力及性侵害防治中心,社會局,高雄市政府,社會局,,1,3,21,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
742,家庭暴力及性侵害防治服務-兒童青少年家庭與諮商中心,社會局,高雄市政府,社會局,,1,2,14,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
743,家庭暴力及性侵害防治服務-性侵害案件一站式服務醫療院所,社會局,高雄市政府,社會局,,1,3,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
744,家庭暴力及性侵害防治服務-駐臺灣高雄地方法院家暴事件服務處,社會局,高雄市政府,社會局,,1,2,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
745,社會福利服務中心-綜合性福利服務,社會局,高雄市政府,社會局,,1,5,30,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
746,志願服務推展-志願服務資源中心,社會局,高雄市政府,社會局,,1,3,20,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
747,社會福利慈善事業基金會-基金會,社會局,高雄市政府,社會局,,1,8,25,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
748,社區發展服務,社會局,高雄市政府,社會局,,1,3,28,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
749,合作社服務-工業合作社,社會局,高雄市政府,社會局,,1,4,19,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
750,合作社服務-消費合作社,社會局,高雄市政府,社會局,,1,2,21,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
751,合作社服務-公用合作社,社會局,高雄市政府,社會局,,1,4,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
752,合作社服務-社區合作社,社會局,高雄市政府,社會局,,1,7,19,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
753,本市各區公所,社會局,高雄市政府,社會局,,1,19,283,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
754,人民團體-工業團體,社會局,高雄市政府,社會局,,1,6,17,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
755,人民團體-商業團體,社會局,高雄市政府,社會局,,1,5,29,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
756,人民團體-自由職業團體,社會局,高雄市政府,社會局,,1,3,20,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
757,人民團體-教育會,社會局,高雄市政府,社會局,,1,6,18,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
758,人民團體-學術文化團體,社會局,高雄市政府,社會局,,1,11,30,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
759,人民團體-醫療衛生團體,社會局,高雄市政府,社會局,,1,6,25,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
760,人民團體-宗教團體,社會局,高雄市政府,社會局,,1,3,21,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
761,人民團體-體育團體,社會局,高雄市政府,社會局,,1,3,20,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
762,人民團體-社會服務及慈善團體,社會局,高雄市政府,社會局,,1,5,35,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
763,人民團體-國際團體,社會局,高雄市政府,社會局,,1,4,26,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
764,人民團體-經濟業務團體,社會局,高雄市政府,社會局,,1,4,17,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
765,人民團體-環保團體,社會局,高雄市政府,社會局,,1,9,22,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
766,人民團體-宗親會,社會局,高雄市政府,社會局,,1,10,23,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
767,人民團體-同鄉會,社會局,高雄市政府,社會局,,1,3,19,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
768,人民團體-校友會,社會局,高雄市政府,社會局,,1,6,21,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
769,人民團體-其他公益團體,社會局,高雄市政府,社會局,,1,5,30,"id,機構名稱,id2,緯度,經度,地址,網頁連結,電話,服務項目,服務時間,權管科室,委辦單位",
770,高雄市友善懷孕商店,經濟發展局,高雄市政府,經濟發展局,,2,16,67,"編號,公司行號名稱,地址,店家電話,優惠期間,優惠內容,",
771,大高雄果菜、花卉批發市場基本資料一覽表,農業局,高雄市政府,農業局,,1,4,23,大高雄果菜、花卉批發市場基本資料一覽表,
772,鳳山區公所資料盤點表,鳳山區公所,高雄市政府,鳳山區公所,,1,10,30,資料盤點表,
773,回饋金執行情形,旗山區公所,高雄市政府,旗山區公所,,1,0,22,105年度污水處理廠地方回饋金,
774,高雄市公立殯儀館收費標準,民政局,高雄市政府,民政局,,1,1,22,本市公立殯儀館收費名稱、項目、單位、數量、金額、說明、備助等,
775,外縣市殯葬禮儀服務業備查核准一覽表,民政局,高雄市政府,民政局,,2,15,50,殯葬禮儀服務業者名稱、地址、文號、地址、電話等資料,
776,高雄市取締賭博性電玩,警察局,高雄市政府,警察局,,1,2,23,件數 單位,
777,岡山區縣道186線本工環東路至河華路拓寬工程徵收計畫書圖,工務局,高雄市政府,工務局,,2,33,57,岡山區縣道186線本工環東路至河華路拓寬工程徵收計畫書圖土地使用計畫圖說,
778,高雄市岡山本洲產業園區廠商名冊,經濟發展局,高雄市政府,經濟發展局,,1,13,46,"公司名稱,電話,傳真,地址,",
779,岡山魚市場遷建工程之土地徵收,海洋局,高雄市政府,海洋局,,6,88,111,提供徵收公告,
780,高雄市登革熱民眾即時通,衛生局,高雄市政府,衛生局,,0,0,8,,
781,垃圾清運路線及時間,環境保護局,高雄市政府,環境保護局,,1,46240,49289,垃圾清運路線及時間,
782,高雄市加油站一覽表,經濟發展局,高雄市政府,經濟發展局,,1,41,140,"序號,營業主體,站名,行政區,站址,電話號碼",
783,消防局燃氣熱水器技術士清冊,消防局,高雄市政府,消防局,,1,6,39,"編號,承裝業名稱,營業場所地址,技術士姓名,技術士證號,",
784,性別主流化統計數據,人事處,高雄市政府,人事處,,1,17,63,提供性別主流化統計數據,
785,高雄市新聞局性別統計發佈時間一覽表,新聞局,高雄市政府,新聞局,,2,8,23,高雄市新聞局性別統計發佈時間一覽表,
786,高雄市一般旅館資料,觀光局,高雄市政府,觀光局,,1,34,112,"序號,類別,星等,旅宿名稱,縣市,鄉鎮,地址,電話,傳真,房間數,電子郵件,網址,郵遞區號,經度Lng,緯度Lat,資料序號Seq,",
787,究平安,,高雄市政府,,,0,0,8,,
788,道路長度面積統計,工務局,高雄市政府,工務局,,1,47,160,"行政區,寬度6公尺(含)以下長度(m),寬度6公尺(含)以下面積(㎡),寬度超過6公尺~15公尺(含) 以下長度(m),寬度超過6公尺~15公尺(含) 以下面積(㎡),寬度超過15公尺~20公尺(含) 以下長度(m),寬度超過15公尺~20公尺(含) 以下面積(㎡),寬度超過20公尺長度(m),寬度超過20公尺面積(㎡),總長度(m),總面積(㎡),總平均寬度,",
789,高雄雄好康,,高雄市政府,,,0,0,0,,
790,高雄市政府提升政府服務計畫統計,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,4,13,高雄市政府各機關提升政府服務計畫統計,
791,各機關電話地址資訊,人事處,高雄市政府,人事處,,1,48,112,提供各機關電話地址資訊,
792,高雄市政府施政報告,研究發展考核委員會,高雄市政府,研究發展考核委員會,,2,43,86,高雄市政府施政報告,
793,106年廉政宣導件數一覽表及彙整表,秘書處,高雄市政府,秘書處,,2,19,34,106年度廉政宣導彙整表，統計時間：106/1/1-106/12/31,
794,高雄市地方總決算,主計處,高雄市政府,主計處,,1,37,75,高雄市地方總決算,
795,高雄市地方總決算附屬單位決算及綜計表,主計處,高雄市政府,主計處,,1,28,65,高雄市地方總決算附屬單位決算及綜計表,
796,高雄市政府全球資訊網市政新聞,研究發展考核委員會,高雄市政府,研究發展考核委員會,,1,22,100,市政新聞XML查詢,
797,GPSControlPoint,地政局,高雄市政府,地政局,,7,8,7,101年度加密控制點,
798,高雄市綠色友善餐廳,農業局,高雄市政府,農業局,,1,13,86,提供高雄市綠色友善餐廳名冊,
799,高雄市綠色商店,環境保護局,高雄市政府,環境保護局,,1,19,39,高雄市綠色商店,
800,高雄市地面水體監測站設置位置,環境保護局,高雄市政府,環境保護局,,1,9,41,高雄市地面水體監測站設置位置,
801,鼓山區新疆路9巷向南延伸至西藏街開闢工程,工務局,高雄市政府,工務局,,1,9,45,鼓山區新疆路9巷向南延伸至西藏街開闢工程計劃書,
802,鼓山運河整治工程(第二標)徵收書圖,水利局,高雄市政府,水利局,,1,7,20,鼓山運河整治工程(第二標)徵收書圖,
803,高雄市小港區公所鄰長芳名錄,小港區公所,高雄市政府,小港區公所,,4,17,38,高雄市小港區公所鄰長芳名錄,
804,高雄市小港區公所台灣中油股份有限公司大林煉油廠睦鄰經費業務資訊,小港區公所,高雄市政府,小港區公所,,1,2,23,高雄市小港區台灣中油股份有限公司大林煉油廠睦鄰經費,
805,高雄市小港區公所鳳山水庫水源保育回饋金業務資訊,小港區公所,高雄市政府,小港區公所,,1,5,12,高雄市小港區公所鳳山水庫水源保育回饋金,
806,高雄市小港區公所臨海工業區污水處理廠回饋金業務資訊,小港區公所,高雄市政府,小港區公所,,1,1,14,高雄市小港區公所臨海工業區污水處理廠回饋金,
807,高雄市小港區行政區域圖,小港區公所,高雄市政府,小港區公所,,1,23,81,小港區行政區域圖,
808,永安區阿公店溪海堤路新建工程,工務局,高雄市政府,工務局,,1,21,50,值,
809,高雄市客家社團會員性別統計,客家事務委員會,高雄市政府,客家事務委員會,,1,4,16,年度	男性	女性	合計,
810,高雄市客家美食餐飲小吃名冊,客家事務委員會,高雄市政府,客家事務委員會,,1,35,153,提供高雄市客家美食餐飲小吃名冊,
811,客家事務委員會資料盤點表,客家事務委員會,高雄市政府,客家事務委員會,,1,1,12,"序號,管理單位,業務或資料集名稱,使用對象,資料分類,現況,開放程度,備註",
812,高雄市政府客家事務委員會委員性別統計,客家事務委員會,高雄市政府,客家事務委員會,,1,3,12,屆別	男性	女性	客籍	非客籍	總人數,
813,客委會出版品一覽表,客家事務委員會,高雄市政府,客家事務委員會,,1,2,16,類別 名稱 出版日期,
814,哈瑪星及鄰近地區街屋風貌再現補助計畫,都市發展局,高雄市政府,都市發展局,,1,17,35,補助內容、徵選方式及標準,
815,高雄市政府新聞局港都畫報網址,新聞局,高雄市政府,新聞局,,1,10,28,高雄市政府新聞局港都畫報網址,
816,高雄市小港區公所各里分配額度表,小港區公所,高雄市政府,小港區公所,,4,14,46,各里分配額度表,
817,高雄市小港區公所回饋金收支明細,小港區公所,高雄市政府,小港區公所,,4,13,55,回饋金收支明細,
818,高雄市小港區公所提升服務品質計畫,小港區公所,高雄市政府,小港區公所,,5,7,13,101年提升服務品質計畫,
819,高雄市小港區公所年度施政計畫,小港區公所,高雄市政府,小港區公所,,5,6,15,101年度小港區公所施政計畫,
820,高雄市小港區104年度基本資料表,小港區公所,高雄市政府,小港區公所,,12,15,11,高雄市小港區104年1月本區基本資料表,
821,高雄市小港區105年度基本資料表,小港區公所,高雄市政府,小港區公所,,12,4,12,高雄市小港區105年1月本區基本資料表,
822,高雄市小港區106年度基本資料表,小港區公所,高雄市政府,小港區公所,,4,9,22,高雄市小港區106年1月本區基本資料表,
823,高雄市小港區公所民政業務表單,小港區公所,高雄市政府,小港區公所,,4,17,27,高雄市小港區公所民政業務相關表單,
824,高雄市小港區公所回饋金工程施作明細,小港區公所,高雄市政府,小港區公所,,4,15,41,回饋金工程施作明細,
825,高雄市小港區公所社會業務表單,小港區公所,高雄市政府,小港區公所,,4,15,27,高雄市小港區公所社會業務表單,
826,高雄市小港區公所兵役業務表單,小港區公所,高雄市政府,小港區公所,,4,14,42,高雄市小港區公所兵役業務表單,
827,高雄市小港區公所健保業務表單,小港區公所,高雄市政府,小港區公所,,4,13,35,高雄市小港區公所健保業務表單,
828,高雄市小港區公所調解業務表單,小港區公所,高雄市政府,小港區公所,,4,10,20,高雄市小港區公所調解業務表單,
829,高雄市小港區公所南區資源回收廠回饋金業務資訊,小港區公所,高雄市政府,小港區公所,,2,8,17,高雄市小港區公所南區資源回收廠回饋金資訊,
830,高雄市小港區公所大林蒲灰渣衛生掩埋場回饋金業務資訊,小港區公所,高雄市政府,小港區公所,,1,6,25,高雄市小港區公所大林蒲灰渣衛生掩埋場回饋金資訊,
831,高雄市小港區公所電話一覽表,小港區公所,高雄市政府,小港區公所,,2,14,84, 小港區公所電話一覽表,
832,高雄市小港區公所基層建設小型工程,小港區公所,高雄市政府,小港區公所,,4,10,24,高雄市小港區公所基層建設小型工程,
833,高雄市小港區公所台灣電力公司發電年度協助金業務資訊,小港區公所,高雄市政府,小港區公所,,1,2,10,高雄市小港區公所台灣電力公司發電年度協助金,
834,高雄市小港區公所國防部聯合後勤司令部油、彈庫睦鄰工作捐助款業務資訊,小港區公所,高雄市政府,小港區公所,,1,2,17,高雄市小港區公所國防部聯合後勤司令部油、彈庫睦鄰工作捐助款,
835,高雄市小港區公所高雄國際航空站機場回饋金業務資訊,小港區公所,高雄市政府,小港區公所,,1,1,17,高雄市小港區公所高雄國際航空站機場回饋金,
836,高雄市小港區公所組織與職掌,小港區公所,高雄市政府,小港區公所,,1,12,25,組織與職掌,
837,高雄市小港區公所回饋金資訊,小港區公所,高雄市政府,小港區公所,,4,18,61,回饋金資訊,
838,106年高雄市因應各項災害避難收容處所一覽表,小港區公所,高雄市政府,小港區公所,,1,8,40,106年高雄市因應各項災害避難收容處所一覽表,
839,高雄市小港區小港區里長名錄,小港區公所,高雄市政府,小港區公所,,4,27,80,高雄市小港區公所里長名錄,
840,高雄市小港區公所經建業務表單,小港區公所,高雄市政府,小港區公所,,4,12,27,高雄市小港區公所經建業務表單,
841,高雄市小港區公所免費法律諮詢,小港區公所,高雄市政府,小港區公所,,1,6,53,法律諮詢服務,
842,小港區公所資料盤點表,小港區公所,高雄市政府,小港區公所,,1,3,12,小港區公所資料盤表,
843,高雄市衛生局所資料,衛生局,高雄市政府,衛生局,,2,22,78,"機關名稱,地址,電話,傳真,網址,經度Lng,緯度Lat,資料序號Seq",
