編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位,最後更新時間
679,101年桃園市土地公告現值-平鎮,地政局,桃園市政府,地政局,,,5,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
680,桃園航空城計畫附近地區第11場預備聽證會議實錄,地政局,桃園市政府,地政局,,,633,,桃園航空城計畫附近地區第11場預備聽證會議實錄,
681,105年桃園市政府所屬機關學校原住民族人員進用情形(原住民族地區),人事處,桃園市政府,人事處,,,0,,原住民族地區進用情形、依法應進用約僱五類原住民族人數、實際已進用約僱五類原住民族人數、超額或不足額進用約僱五類原住民族人數、依法應進用具公務人員資格原住民族人數、實際已進用具公務人員資格原住民族人數、超額或不足額進用具公務人員資格原住民族人數,
682,工廠登記家數異動表,經濟發展局,桃園市政府,經濟發展局,,,1210,,行業別、上月底家數、新登記、歇業、異動調整、本月底家數,
683,桃園市辦理勞工體格與健康檢查醫療機構認可醫療機構名單,勞動局,桃園市政府,勞動局,,,11,,醫療機構名稱、地址、連絡電話,
684,桃園市體育局場館,體育局,桃園市政府,體育局,,,1052,,場館名稱，場館地址，聯絡電話，場館介紹，租借方式,
685,桃園市公布違反勞動基準法事業單位名單,勞動局,桃園市政府,勞動局,,,398,,事業單位名稱、負責人(代表人)、違反法令條款、違反法規內容、處分書文號、處分日期,
686,附屬單位預算作業基金餘絀撥補綜計表(依基金別分列),主計處,桃園市政府,主計處,,,53,,項目1、項目2、合計_金額、合計_百分比、桃園市醫療作業基金_金額、桃園市醫療作業基金_百分比、桃園市土地重劃基金_金額、桃園市土地重劃基金_百分比、桃園市實施平均地權基金_金額、桃園市實施平均地權基金_百分比、桃園市都市更新基金_金額、桃園市都市更新基金_百分比、桃園市住宅基金_金額、桃園市住宅基金_百分比、桃園市公教人員住宅貸款及急難貸款基金_金額、桃園市公教人員住宅貸款及急難貸款基金_百分比、桃園市產業園區開發管理基金_金額、桃園市產業園區開發管理基金_百分比、桃園市停車場作業基金_金額、桃園市停車場作業基金_百分比、桃園市軌道建設發展基金_金額、桃園市軌道建設發展基金_百分比,
687,土地徵收案相關資料,地政局,桃園市政府,地政局,,,126,,徵收類別、需地機關、徵收案名、行政區、地段、地號,
688,桃園市105年A2道路交通事故-事故原因統計,警察局,桃園市政府,警察局,,,102,,breau(分局轄區)、class(事故原因)、year(年度)、count(發生件數)、dead(死亡人數)、hurt(受傷人數),
689,102年桃園市土地公告現值及公告地價-桃園,地政局,桃園市政府,地政局,,,5,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
690,106年度桃園青年多元才藝巡迴地方計畫,青年事務局,桃園市政府,青年事務局,,,31,,機關名稱：桃園市政府青年事務局地址：桃園市中壢區環北路390號電話：(03)4225205,
691,每日大宗蔬果行情價格表,桃園果菜市場股份有限公司,桃園市政府,桃園果菜市場股份有限公司,,,39,,品項(蔬果總類)、批發價(元/公斤)、批發前日比較(與前日價格相差比率)、零售價(元/公斤)、零售前日比較(與前日價格相差比率),
692,桃園市政府文化局展演場地使用管理要點,文化局,桃園市政府,文化局,,,207,,項目 條款內容,
693,桃園市消防安全檢查列管對象,消防局,桃園市政府,消防局,,,208,,區域別、電影片映演場所_戲院_電影院、歌廳_舞廳_夜總會_俱樂部、理容院_觀光理髮_視聽理容等_指壓按摩場所、錄影節目帶播映場所_MTV等、視聽歌唱場所_KTV等、酒家_酒吧_酒店_酒廊、保齡球館撞球場、集會堂、健身休閒中心、室內螢幕式高爾夫練習場、遊藝場所_電子遊戲場、資訊休閒場所、觀光旅館、飯店_旅賓館、招待所、商場_市場_百貨商場_超級市場_零售市場、展覽場、餐廳、飲食店_咖啡廳、茶藝館、醫院、療養院、長期照護機構、托嬰中心、早期療育機構、安置及教養機構_收容未滿2歲兒童者、護理之家機構_產後護理機構、身心障礙福利服務機構、身心障礙者職業訓練機構、啟明_啟智_啟聰等特殊學校、三溫暖_公共浴室、車站_飛機場大廈_候船室、期貨經紀業_證卷交易所_金融機構、學校教室、兒童課後照顧服務中心、補習班、訓練班、K書中心、甲類第六目以外之安置及教養機構、甲類第六目以外之身心障礙者職業訓練機構、圖書館_博物館_美術館、寺廟_宗祠_教堂_靈骨塔及其他類似場所、辦公室、靶場、診所、日間型精神復健機構、兒童及少年心理輔導或家庭諮詢機構、身心障礙者就業服務機構、老人文康機構、集合住宅_寄宿舍、住宿型精神復健機構、體育館_活動中心、室內溜冰場_室內游泳池、電影攝影場_電視播送場、倉庫、傢俱展示販售場、幼兒園、電信機器室、汽車修護場_飛機修理場_飛機庫、室內停車場_建築物依法附設之室內停車空間、工作場所、地下建築物、公共危險物品及可燃性高壓氣體相關場所、加油站、加氣站、天然氣儲槽及可燃性高壓氣體儲槽、爆竹煙火製造_儲存及販賣場所、其他場所,
694,105年度桃園市政府補助勞工教育概況,勞動局,桃園市政府,勞動局,,,95,,補助類型、補助場次、參加人次、補助金額,
695,桃園航空城計畫機場園區第12場預備聽證會議實錄,地政局,桃園市政府,地政局,,,1143,,桃園航空城計畫機場園區第12場預備聽證會議實錄,
696,機器腳踏車使用牌照稅稅額表,地方稅務局,桃園市政府,地方稅務局,,,79,,"汽缸總排氣量（立方公分）,車輛種類及稅額（新臺幣/元）：機器腳踏車",
697,桃園市高齡友善藥局,衛生局,桃園市政府,衛生局,,,355,,友善藥局名稱、地址、電話,
698,桃園市政府住宅發展處職員學歷統計報表,都市發展局,桃園市政府,都市發展局,,,171,,合計	小計	研究院(所)	大學	專科	高中(職)(含師範)	國(初)中以下及其他	備　註,
699,桃園市動保園區入園公告,農業局,桃園市政府,農業局,,,544,,動物編號、入園日期、品種、性別、毛色、體型、晶片號碼、來源地點、收容原因、備註,
700,桃園市地震斷層帶圖資,消防局,桃園市政府,消防局,,,620,,本服務係以地圖影像服務發布，坐標投影為WGS84,
701,桃園市社區安寧療護資源一覽表,衛生局,桃園市政府,衛生局,,,120,,服務類別、院所名稱、地址、電話,
702,勞工體格與健康檢查認可醫療機構,勞動局,桃園市政府,勞動局,,,184,,醫療機構名稱、地址、聯絡人、電話、指定類別、有效期限,
703,桃園市政府水務局-年度預算與決算資料,水務局,桃園市政府,水務局,,,484,,工作計畫\預決算 年度預算數 年度決算數 年執行率%(含保留數),
704,桃園市原住民族文化健康站資訊,原住民族行政局,桃園市政府,原住民族行政局,,,153,,"市區別,地址,聯絡資訊",
705,105年度龍潭區新舊地號對照資料,地政局,桃園市政府,地政局,,,245,,"舊地號行政區,新地號行政區,舊地段名稱,新地段名稱,舊地號,新地號",
706,101年桃園市土地公告現值-新屋,地政局,桃園市政府,地政局,,,5,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
707,桃園中壢區公所102年路燈維修資料,工務局,桃園市政府,工務局,,,206,,"流水號,流水號路燈,報修日期,民眾路燈編號,區域,里,損壞概況,報修地點,報修來源,廠商路燈編號,損壞地點,故障情形",
708,桃園市101年每月觀光遊憩區遊客人次資料,觀光旅遊局,桃園市政府,觀光旅遊局,,,2529,,觀光遊憩區別(風景遊樂區名稱)、遊客人次(當月遊客人次)、上年同月份遊客人數(上年同月份遊客人數)、增減數(與上年同月份相比)、成長率(與上年同月份相比),
709,桃園市水災災害建物損失,消防局,桃園市政府,消防局,,,43,,區域、建物損失_建物全倒_棟、建物損失_建物全倒_戶、建物損失_建物半倒_棟、建物損失_建物半倒_戶,
710,桃園市衛政三項長照服務(居家護理、居家復健及喘息服務)合約單位,衛生局,桃園市政府,衛生局,,,301,,服務項目機構名稱類型負責人聯絡人電話分機手機傳真電子郵件郵遞區號聯絡地址護理師護士醫師物師或物生職師或職生社工照服員外籍,
711,公告107年度地籍圖重測實施範圍及土地所有權人應行注意事項,地政局,桃園市政府,地政局,,,14,,如圖所示,
712,桃園表演藝文空間,文化局,桃園市政府,文化局,,,292,,分類、名稱、營業時間、 休館日、電話、地址 ,
713,桃園市拖吊場位置,警察局,桃園市政府,警察局,,,425,,拖吊場名稱、地址、電話、服務時間,
714,102年桃園市土地公告現值及公告地價-龍潭,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
715,桃園市都市計畫容積移轉申請案件數,都市發展局,桃園市政府,都市發展局,,,228,,年度、案件數,
716,桃園市重大投資成果,經濟發展局,桃園市政府,經濟發展局,,,133,,重要投資成果、地址,
717,桃園市火災出動船艇統計,消防局,桃園市政府,消防局,,,136,,大隊分隊、受理火災件數、救生艇,
718,桃園市總決算歲出機關別,主計處,桃園市政府,主計處,,,99,,機關別、預算數、原列決算數、決算審定數實支數、應付數、保留數、合計、占總計、決算審定數與預算數之比較增減,
719,桃園市各區公立納骨塔資訊,民政局,桃園市政府,民政局,,,263,,編號、設施區域、設施名稱、座落地號或地址、聯絡地址、電話,
720,桃園市締盟城市締結資料,秘書處,桃園市政府,秘書處,,,77,,國家_中文、國家_英文、城市_中文、城市_英文、締盟日期、締盟城市代表、本市締盟代表、締盟市或區,
721,桃園市政府促進青年社會參與補助作業要點,青年事務局,桃園市政府,青年事務局,,,84,,機關名稱：桃園市政府青年事務局地址：桃園市中壢區環北路390號電話：(03)4225205,
722,桃園市公寓大廈管理委員會清冊(觀音區),都市發展局,桃園市政府,都市發展局,,,226,,序號、管理委員會、建築物地址,
723,105年度觀音區新舊地號對照資料,地政局,桃園市政府,地政局,,,214,,"舊地號行政區,新地號行政區,舊地段名稱,新地段名稱,舊地號,新地號",
724,風景區管理處-後慈湖、小烏來婚紗攝影申請一覽表,觀光旅遊局,桃園市政府,觀光旅遊局,,,2788,,園區(園區)、日期(日期)、申請人(申請人姓名)、申請時段(申請時段),
725,106年2月直轄市稅捐徵收(按稅目)比較表,地方稅務局,桃園市政府,地方稅務局,,,2,,稅目、台北市、新北市、桃園市、台中市、台南市、高雄市、其他縣市、總計,
726,桃園市官網最新消息,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,639,,發布單位、發布日期、截止日期、提供單位、詳細內容,
727,桃園市消防緊急救護到院前心肺功能停止傷病患統計,消防局,桃園市政府,消防局,,,162,,區域、到院前心肺功能停止人次、有目擊者人次、有旁觀者CPR人次、有使用PAD人次、院前ROSC人次、事故地點型態_住宅_人次、事故地點型態_工廠_工作地點_人次、事故地點型態_運動中心_人次、事故地點型態_街道_公路_人次、事故地點型態_公共建築_人次、事故地點型態_療養院_人次、事故地點型態_教育_學校_人次、事故地點型態_捷運站_車站_機場_人次、事故地點型態_診所_護理之家_人次、事故地點型態_其他_人次、事故地點型態_不清楚_人次,
728,103年桃園市土地公告現值-龍潭,地政局,桃園市政府,地政局,,,2,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
729,桃園市105年A2道路交通事故-第一當事者車輛用途,警察局,桃園市政府,警察局,,,86,,breau(分局轄區)、car_type(車輛用途)、	year(年度)、count(發生件數)、dead(死亡人數)、hurt(受傷人數),
730,桃園市全區雨水下水道人孔位置分佈圖,水務局,桃園市政府,水務局,,,1101,,桃園市全區雨水下水道人孔位置分佈位置圖圖資,
731,105年度大溪區新舊建號對照資料,地政局,桃園市政府,地政局,,,221,,"舊地號行政區,新地號行政區,舊地段名稱,新地段名稱,舊地號,新地號",
732,桃園市公寓大廈管理委員會清冊(大園區),都市發展局,桃園市政府,都市發展局,,,258,,序號、管理委員會、建築物地址,
733,桃園市消防實用英文,消防局,桃園市政府,消防局,,,88,,中文詞彙、英文翻譯,
734,桃園市加油站營業名冊,經濟發展局,桃園市政府,經濟發展局,,,108,,許可執照號碼、經營主體、加油站名稱、負責人、站址、鄉鎮別,
735,桃園市口腔黏膜篩檢醫療院所名單,衛生局,桃園市政府,衛生局,,,60,,編號、機構名稱、電話、類別、行政區、地址,
736,102年度重劃區抵費地標售結果統計表,地政局,桃園市政府,地政局,,,207,,期別、開標日期、鄉鎮市、段、地號、面積(平方公尺)、土地分區使用類別、臨接道路寬度(公尺)、標售單價(元/平方公尺)、標售單價(元/坪)、脫標單價(元/坪)、標售底價(元)、標售金額(元)、高於底價金額(元)、溢價比率(%),
737,桃園市政府社會局各家庭服務中心,社會局,桃園市政府,社會局,,,125,,中心名稱、電話、地址、服務區域、服務內容、服務對象,
738,桃園市105年食安聯稽查核結果,衛生局,桃園市政府,衛生局,,,279,,業者名稱、地址、稽查日期、稽查結果,
739,桃園市嫌疑犯人數按職業別,警察局,桃園市政府,警察局,,,199,,year(年度)、c_type(職業別)、sex(性別)、count(人數),
740,水務局公共工程實施數量,水務局,桃園市政府,水務局,,,149,,主管機關	主辦機關	執行機關	標案名稱	縣市鄉鎮	X座標	Y座標,
741,桃園市99-101年地價稅累進起點地價及課稅級距表,地方稅務局,桃園市政府,地方稅務局,,,223,,種類、級距、基準地價_元、累進差額_元、稅率,
742,商圈資訊,經濟發展局,桃園市政府,經濟發展局,,,101,,商圈名稱、組織名稱、職稱、姓名、地址,
743,106年度適性就業輔導促進就業計畫-就業促進研習課程,勞動局,桃園市政府,勞動局,,,40,,"上課日期,上課時間,地點,類別,課程名稱,講師",
744,桃園捷運路線車站基本資料,桃園捷運公司,桃園市政府,桃園捷運公司,,,280,,StationOfLineList(捷運路線車站基本資料)、UpdateTime(更新日期時間)、StationOfLines(路線車站資訊)、StationOfLine(路線車站資料)、LineNo(路線編號)、LineID(路線代號)、Stations(車站資訊)、Station(車站資料)、Sequence(站序)、StationID(車站代號)、StationName(車站中文名稱)、CumulativeDistance(已累積之公里里程距離),
745,桃園市查獲經濟案件,警察局,桃園市政府,警察局,,,126,,time(時間)、type1(案類)、type2(種類)、case_count(件數)、people_count(人數)、	money_count(金額),
746,桃園市石門山勞工育樂中心,勞動局,桃園市政府,勞動局,,,257,,"場地名稱,可容納人數,設備,使用時段,金額,備註,洽詢專線,地址,X軸,Y軸z",
747,基金會查詢,文化局,桃園市政府,文化局,,,391,,基金會名稱、地址、電話,
748,桃園市總預算歲入來源別預算比較總表,主計處,桃園市政府,主計處,,,35,,款、項、科目名稱、本年度預算數_千元、上年度預算數_千元、前年度決算數_千元、本年度與上年度比較_千元,
749,桃園市13區衛生所精神照護聯絡窗口,衛生局,桃園市政府,衛生局,,,201,,桃園市13區衛生所精神照護聯絡窗口,
750,桃園市政府藝文設施管理中心演藝活動補助作業要點,文化局,桃園市政府,文化局,,,216,,"條款(編號),內容(條文)",
751,桃園市環境教育設施場所,環境保護局,桃園市政府,環境保護局,,,290,,序號、地區、設施場所名稱、地址、連絡電話、簡介、網址,
752,桃園市公園管理,工務局,桃園市政府,工務局,,,325,,項次 區別 使用分區類型 名稱 面積 地址 管理單位,
753,105年桃園市查定開徵數情形,地方稅務局,桃園市政府,地方稅務局,,,86,,"類別,年度,稅目別,查(核)定開徵數(1)件數,查(核)定開徵數(1)金額,實徵數(2)件數,實徵數(2)金額,減免註銷數(3)件數,減免註銷數(3)金額,逾徵收期限數(4)件數,逾徵收期限數(4)金額,逾核課期限數(5)件數,逾核課期限數(5)金額,未徵數餘額(6)件數,未徵數餘額(6)金額",
754,桃園市設置防焰物品場所,消防局,桃園市政府,消防局,,,77,,區域別、期底列管家數、檢查件次、上年同期檢查件次、不合格件次、上年同期不合格件次、合格件次、上年同期合格件次、複查件次、違規處理_限期改善件次、違規處理_停業或停止使用件次、違規處理_處罰鍰件次、違規處理_處罰鍰金額_元、罰鍰收繳件次、罰鍰收繳金額_元、強制執行件次,
755,桃園市105年A1道路交通事故-路段(口)統計,警察局,桃園市政府,警察局,,,119,,location(地址)、road_type(路段或路口)、year(年度)、count(發生件數)、dead(死亡人數)、hurt(受傷人數),
756,桃園航空城計畫機場園區第7場預備聽證會議實錄,地政局,桃園市政府,地政局,,,683,,桃園航空城計畫機場園區第7場預備聽證會議實錄,
757,桃園市立案工會名冊,勞動局,桃園市政府,勞動局,,,616,,"項次,工會名稱,郵遞區號,會址,聯絡地址,理事長,聯絡電話,傳真",
758,垃圾車清運點資訊,環境保護局,桃園市政府,環境保護局,,,230,,序號、行政區、停留路段或地點、經度、緯度、清運時間一、清運時間二至六,
759,桃園市內公有零售市場,經濟發展局,桃園市政府,經濟發展局,,,273,,各區、市場名稱、管理員聯絡電話、地址、總攤數、市場介紹、特色說明、休市日,
760,105年度桃園區新舊地號對照資料,地政局,桃園市政府,地政局,,,169,, 新、舊地號行政區，新、舊地段名稱，新、舊地號 ,
761,桃園市客家美食認證優質餐廳,客家事務局,桃園市政府,客家事務局,,,102,,店名、地址、聯絡電話,
762,106年桃園市土地公告現值及公告地價-大園,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
763,桃園市歲修路段,工務局,桃園市政府,工務局,,,274,,編號，名稱，描述，地理資訊,
764,桃園市政府所屬各機關分層負責明細表甲表,人事處,桃園市政府,人事處,,,5344,,承辦機關、公務項目、公務內容、決行權責第四層、決行權責第三層、決行權責第二層、決行權責第一層、會辦機關、備考,
765,106年度大宗蔬果價格月報表,桃園果菜市場股份有限公司,桃園市政府,桃園果菜市場股份有限公司,,,186,,日期、高麗菜、小白菜、蒜頭、蔥、包心白、番茄、蘿蔔、花胡瓜、空心菜、椪柑、芭樂、柳橙、甜柿、小番茄、鳳梨、棗子、木瓜、芒果、香蕉、茄子、西瓜,
766,桃園市轄內空氣品質監測站設置概況與測定項目,環境保護局,桃園市政府,環境保護局,,,103,,測站名稱：空氣品質自動監測站及人工監測站名稱地點：監測站地址測定項目：人工監測站(TSP、鉛、落塵)                自動監測站(PM10、二氧化硫、氮氧化物、一氧化碳、非甲烷碳氫化合物、臭氧),
767,桃園市105年A2道路交通事故-車種別統計,警察局,桃園市政府,警察局,,,92,,breau(分局轄區)、car_type(車種)、year(年度)、count(發生件數),
768,桃園捷運車站Wi-Fi點位資料,桃園捷運公司,桃園市政府,桃園捷運公司,,,8,,車站編號、AP序號、AP編號、AP點位,
769,桃園捷運列車站間運行時間,桃園捷運公司,桃園市政府,桃園捷運公司,,,11,,路線代碼、車種(1普通2直達)、站間序號、起站車站代號、迄站車站代號、站間行駛時間(秒),
770,桃園市政府消防局住警器推廣執行成果,消防局,桃園市政府,消防局,,,30,,統計區間、應設置住宅用火災警報器之住宅總戶數、本年度新增設置戶數、累計設置總戶數、設置比例_百分比、去年度完成設置比例_百分比、較去年底增加比例_百分比,
771,106年桃園市土地公告現值及公告地價-中壢,地政局,桃園市政府,地政局,,,5,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
772,桃園市南區青少年活動中心,社會局,桃園市政府,社會局,,,206,,桃園市南區青少年活動中心地址：桃園市平鎮區延平路1段168號電話：03-4915168網址：http://www.cyc.org.tw,
773,(桃園市)捐血中心固定捐血點,衛生局,桃園市政府,衛生局,,,11,,"固定捐血點名稱,地址,電話,作業時間",
774,102年桃園市土地公告現值及公告地價-龜山,地政局,桃園市政府,地政局,,,3,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
775,105年桃園市大園區土地公告現值及公告地價,地政局,桃園市政府,地政局,,,162,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺)，公告地價(元/平方公尺),
776,旅行時間偵測站 設備資訊,交通局,桃園市政府,交通局,,,175,,UpdateTime(資料更新時間)、DeviceId(設備編號)、DeviceKind(設備種類)、Attribute(設備屬性)、Location(設備位置描述)、WgsX(WGS座標系統X座標)、WgsY(WGS座標系統Y座標),
777,附屬單位決算作業基金收支餘絀綜計表(依基金別分列),主計處,桃園市政府,主計處,,,29,,科目1、科目2、科目3、合計_金額、合計_百分比、桃園市醫療作業基金_金額、桃園市醫療作業基金_百分比、桃園市土地重劃基金_金額、桃園市土地重劃基金_百分比、桃園市實施平均地權基金_金額、桃園市實施平均地權基金_百分比、桃園市都市更新基金_金額、桃園市都市更新基金_百分比、桃園市住宅基金_金額、桃園市住宅基金_百分比、桃園市公教人員住宅貸款及急難貸款基金_金額、桃園市公教人員住宅貸款及急難貸款基金_百分比、桃園市產業園區開發管理基金_金額、桃園市產業園區開發管理基金_百分比、桃園市停車場作業基金_金額、桃園市停車場作業基金_百分比、桃園市軌道建設發展基金_金額、桃園市軌道建設發展基金_百分比,
778,桃園市都市計畫委員會,都市發展局,桃園市政府,都市發展局,,,145,,職稱、姓名、性別、現職/經歷、備註,
779,桃園市各都市計畫-土地使用內容類型分析表,都市發展局,桃園市政府,都市發展局,,,328,,編號、都市計畫名稱、住宅區面積公頃、住宅區比例、商業區面積公頃、商業區比例、工業區面積公頃、工業區比例、文教區面積公頃、文教區比例、農業區面積公頃、農業區比例、保護區面積公頃、保護區比例、河川區面積公頃、河川區比例、總使用分區面積公頃、總使用分區比例、,
780,臺灣桃園國際機場103年度固定式航空噪音監測站監測資料,環境保護局,桃園市政府,環境保護局,,,181,,監側值測站、一月、二月、三月、平均1、四月、五月、六月、平均2、七月、八月、九月、平均3、十月、十一月、十二月、平均4,
781,桃園市政府警察局執行家戶訪查發現及處理戶口(籍)案件成果,警察局,桃園市政府,警察局,,,134,,year(年度)、type(種類)、c_count(件數),
782,區公所回饋金相關計畫-板新給水廠,經濟發展局,桃園市政府,經濟發展局,,,3,,公司名稱、年度、經費來源、額度_元、分配單位、執行單位、用途、執行結果,
783,桃園市第一屆市議員名錄,民政局,桃園市政府,民政局,,,48,,選舉區、姓名、電話_公、傳真、通訊地址,
784,桃園市105年A1道路交通事故-道路類別統計,警察局,桃園市政府,警察局,,,89,,breau(分局轄區)、road_class(道路類別)、year(年度)、count(發生件數),
785,桃園市平均每戶家庭收支-收入 (91~97年),主計處,桃園市政府,主計處,,,195,,年別、平均每戶家庭全年經常收入_經常性收入總計、平均每戶家庭全年經常收入_一薪資收入、平均每戶家庭全年經常收入_二財產收入_合計、平均每戶家庭全年經常收入_二財產收入_利息收入、平均每戶家庭全年經常收入_二財產收入_租金收入、平均每戶家庭全年經常收入_二財產收入_投資收入、平均每戶家庭全年經常收入_三家庭綜合收入_合計、平均每戶家庭全年經常收入_三家庭綜合收入_農業淨收入、平均每戶家庭全年經常收入_三家庭綜合收入_營業淨收入、平均每戶家庭全年經常收入_三家庭綜合收入_執行業務淨收入、平均每戶家庭全年經常收入_四捐贈移轉收入_合計、平均每戶家庭全年經常收入_四捐贈移轉收入_私人贈與收入、平均每戶家庭全年經常收入_四捐贈移轉收入_政府補助收入、平均每戶家庭全年經常收入_四捐贈移轉收入_企業補助收入、平均每戶家庭全年經常收入_四捐贈移轉收入_國外移轉收入、平均每戶家庭全年經常收入_五其他雜項收入,
786,桃園市政府檔案閱覽抄錄複製收費標準,秘書處,桃園市政府,秘書處,,,86,,檔案外觀型式、複製方式、複製格式、收費標準_以新臺幣計價、備註,
787,附屬單位預算作業基金收支餘絀綜計表(依收支科目分列),主計處,桃園市政府,主計處,,,37,,科目1、科目2、科目3、本年度預算數_金額、本年度預算數_百分比、上年度預算數_金額、上年度預算數_百分比、比較增減_金額、比較增減_百分比,
788,桃園市資料開放平台客群：年齡層,研究發展考核委員會,桃園市政府,研究發展考核委員會,,,75,,年齡層、工作階段、新工作階段、新使用者、跳出率、單次工作階段頁數、平均工作階段時間長度、目標轉換率、目標達成、目標價值,
789,桃園市政府警察局101~105年大溪分局預算表,警察局,桃園市政府,警察局,,,159,,year(年度，預算所屬年度)、type(預算別，分為歲入來源別及歲出機關別)、breau(機關，預算所屬機關)、art_1(款)、art_2(項)、art_3(目)、art_4(節)、name(名稱，預算名稱)、budget(預算數，單位為新臺幣/元),
790,桃園市消費資料(中),觀光旅遊局,桃園市政府,觀光旅遊局,,,459,,InfoId(序號)、TYWebsite(導覽網網址)、Name(名稱)、Toldescribe(簡述)、Add(地址)、Zipcode(郵遞區號)、Travellinginfo(交通資訊)、Opentime(開放時間)、Px(X座標)、Py(Y座標)、Website(網站)、Parkinginfo(停車資訊)、Remarks(旅遊叮嚀)、Tel(電話)、Fax(傳真)、Changetime(更新時間),
791,桃園市爆竹煙火安全檢查,消防局,桃園市政府,消防局,,,5,,期底列管場所家數_製造場所、期底列管場所家數_達管制量儲存場所、期底列管場所家數_達管制量販賣場所、期底列管場所家數_未達管制量販賣場所、期底列管場所家數_進口貿易商營業場所、期底列管場所家數_宗教廟會活動地點、期底列管場所家數_可疑處所、檢查件次_製造場所、檢查件次_達管制量儲存場所、檢查件次_達管制量販賣場所、檢查件次_未達管制量販賣場所、檢查件次_進口貿易商營業場所、檢查件次_宗教廟會活動地點、檢查件次_可疑處所、合格件次_製造場所、合格件次_達管制量儲存場所、合格件次_達管制量販賣場所、合格件次_未達管制量販賣場所、合格件次_進口貿易商營業場所、合格件次_宗教廟會活動地點、合格件次_可疑處所、不合格件次_製造場所、不合格件次_達管制量儲存場所、不合格件次_達管制量販賣場所、不合格件次_未達管制量販賣場所、不合格件次_進口貿易商營業場所、不合格件次_宗教廟會活動地點、不合格件次_可疑處所,
792,完全以電能為動力之電動小客車使用牌照稅稅額表,地方稅務局,桃園市政府,地方稅務局,,,92,,"馬達最大馬力_英制馬力,馬達最大馬力_公制馬力,車輛種類及稅額(新臺幣/元)_自用,車輛種類及稅額(新臺幣/元)_營業",
793,文化資產,文化局,桃園市政府,文化局,,,277,,NULL,
794,經濟部優良市集認證名單,經濟發展局,桃園市政府,經濟發展局,,,4,,年度、認證星等、區、市集名稱、市集地址,
795,桃園市政府禁止遊動廣告物車輛停放路段及時間一覽表,交通局,桃園市政府,交通局,,,16,,桃園市政府禁止遊動廣告物車輛停放路段及時間一覽表,
796,桃園市各區社區活動中心名冊-大園區,社會局,桃園市政府,社會局,,,6,,社區活動中心名稱、地址、公所承辦單位、電話,
797,桃園市政府公報閱覽地點,秘書處,桃園市政府,秘書處,,,97,,City、Area、Reading_Room、Address,
798,100年桃園市土地公告現值-中壢,地政局,桃園市政府,地政局,,,4,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
799,桃園市政府教育局志工表揚獲獎人次統計表,教育局,桃園市政府,教育局,,,94,,類別，終身楷模，金質獎，銀質獎，銅質獎，小計,
800,103年桃園市土地公告現值,地政局,桃園市政府,地政局,,,1478,,行政區(行政區名稱)，段小段(地段名稱)，地號，公告現值(元/平方公尺),
801,桃園市婦女發展中心,社會局,桃園市政府,社會局,,,136,,中心名稱、服務區域、電話、地址、服務內容、服務對象,
802,桃園市現有雨水下水道系統建設分佈位置,水務局,桃園市政府,水務局,,,626,,KMZ資料,
803,桃園市消防緊急救護服務,消防局,桃園市政府,消防局,,,362,,區域別、月底救護車輛數_一般救護車、月底救護車輛數_加護救護車、救護出勤次數_送醫次數、救護出勤次數_未運送次數、急救送醫人次_急病、急救送醫人次_疑似毒藥物中毒、急救送醫人次_疑似一氧化碳中毒、急救送醫人次_癲癇或抽搐、急救送醫人次_路倒、急救送醫人次_行為急症或精神異常、急救送醫人次_孕婦急產、急救送醫人次_溺水、急救送醫人次_非創傷類到院前心肺功能停止、急救送醫人次_非創傷類其他、急救送醫人次_一般外傷、急救送醫人次_車禍受傷、急救送醫人次_墜落傷、急救送醫人次_穿刺傷、急救送醫人次_燒燙傷、急救送醫人次_電擊傷、急救送醫人次_生物咬螫傷、急救送醫人次_創傷類到院前心肺功能停止、急救送醫人次_創傷類其他,
804,桃園藝文,文化局,桃園市政府,文化局,,,159,,出刊號、出刊日、電子版下載連結,
